"","user","artist","track","rating","gender","age","profession","region","importanceOfMusic","ownArtistMusic","likeArtist"
"45375",17359,22,53,49,"0",21,"Employed 8-29 hours per week","North","1","0",68
"45377",17360,22,55,19,"1",14,"Full-time student","North","2","0",56
"45378",17360,22,54,7,"1",14,"Full-time student","North","2","0",56
"45379",17360,22,52,14,"1",14,"Full-time student","North","2","0",56
"45392",17363,22,54,46,"0",22,"Full-time student","North","2","0",9
"45393",17363,22,53,46,"0",22,"Full-time student","North","2","0",9
"45394",17363,22,55,27,"0",22,"Full-time student","North","2","0",9
"45395",17363,22,52,47,"0",22,"Full-time student","North","2","0",9
"45424",17369,23,57,70,"1",14,"Full-time student","North","2","1",49
"45440",17372,22,53,69,"1",63,"Employed 8-29 hours per week","Midlands","2","1",60
"45441",17372,22,54,45,"1",63,"Employed 8-29 hours per week","Midlands","2","1",60
"45442",17372,22,55,43,"1",63,"Employed 8-29 hours per week","Midlands","2","1",60
"45456",17376,22,52,25,"1",13,"Full-time student","Midlands","1","0",28
"45457",17376,22,54,30,"1",13,"Full-time student","Midlands","1","0",28
"45458",17376,22,55,31,"1",13,"Full-time student","Midlands","1","0",28
"45479",17380,22,52,89,"1",49,"Employed 30+ hours a week","North","1","3",100
"45480",17380,22,54,45,"1",49,"Employed 30+ hours a week","North","1","3",100
"45481",17380,22,53,90,"1",49,"Employed 30+ hours a week","North","1","3",100
"45482",17381,20,44,35,"1",34,"Self-employed","Midlands","2","1",40
"45483",17381,20,45,33,"1",34,"Self-employed","Midlands","2","1",40
"45484",17381,23,57,19,"1",34,"Self-employed","Midlands","2","0",10
"45488",17382,22,52,71,"1",63,"Retired from full-time employment (30+ hours per week)","South","1","2",75
"45489",17382,22,54,68,"1",63,"Retired from full-time employment (30+ hours per week)","South","1","2",75
"45490",17382,22,53,77,"1",63,"Retired from full-time employment (30+ hours per week)","South","1","2",75
"45530",17391,25,59,38,"0",24,"Employed 30+ hours a week","South","1","0",11
"45538",17393,20,46,10,"0",14,"Full-time student","South","1","0",52
"45539",17393,20,45,29,"0",14,"Full-time student","South","1","0",52
"45569",17398,20,45,24,"0",36,"Employed 30+ hours a week","Midlands","1","0",25
"45570",17398,20,46,26,"0",36,"Employed 30+ hours a week","Midlands","1","0",25
"45588",17401,24,58,100,"1",23,"Full-time housewife / househusband","North","2","2",70
"45596",17403,23,56,68,"1",43,"Other","North","1","0",30
"45648",17413,22,52,79,"1",44,"Temporarily unemployed","South","1","1",71
"45649",17413,22,55,70,"1",44,"Temporarily unemployed","South","1","1",71
"45652",17414,22,54,88,"0",14,"Full-time student","Midlands","1","3",70
"45653",17414,22,55,71,"0",14,"Full-time student","Midlands","1","3",70
"45654",17414,22,53,90,"0",14,"Full-time student","Midlands","1","3",70
"45655",17414,22,52,70,"0",14,"Full-time student","Midlands","1","3",70
"45663",17416,24,58,50,"1",22,"Employed 8-29 hours per week","South","2","1",56
"45667",17417,22,53,92,"1",42,"Employed 30+ hours a week","North","2","2",71
"45668",17417,22,52,87,"1",42,"Employed 30+ hours a week","North","2","2",71
"45669",17417,22,55,89,"1",42,"Employed 30+ hours a week","North","2","2",71
"45670",17417,23,57,10,"1",42,"Employed 30+ hours a week","North","2","2",70
"45671",17417,23,56,29,"1",42,"Employed 30+ hours a week","North","2","2",70
"45679",17419,25,59,48,"1",13,"Full-time student","North","1","2",50
"45683",17420,22,55,68,"1",14,"Other","North","1","0",29
"45684",17420,22,52,52,"1",14,"Other","North","1","0",29
"45685",17420,22,54,50,"1",14,"Other","North","1","0",29
"45686",17420,23,57,49,"1",14,"Other","North","1","0",46
"45687",17420,23,56,32,"1",14,"Other","North","1","0",46
"45705",17425,22,52,100,"0",58,"Self-employed","South","1","2",69
"45706",17425,22,54,100,"0",58,"Self-employed","South","1","2",69
"45707",17425,22,53,70,"0",58,"Self-employed","South","1","2",69
"45708",17425,22,55,100,"0",58,"Self-employed","South","1","2",69
"45710",17426,20,44,23,"0",45,"Full-time housewife / househusband","North","1","1",30
"45711",17426,20,45,30,"0",45,"Full-time housewife / househusband","North","1","1",30
"45716",17427,22,54,30,"0",13,"Full-time student","Midlands","2","0",51
"45717",17427,22,55,30,"0",13,"Full-time student","Midlands","2","0",51
"45718",17427,22,53,32,"0",13,"Full-time student","Midlands","2","0",51
"45719",17427,24,58,48,"0",13,"Full-time student","Midlands","2","0",52
"45722",17428,22,54,68,"1",51,"Employed 30+ hours a week","North","1","1",49
"45723",17428,22,55,70,"1",51,"Employed 30+ hours a week","North","1","1",49
"45724",17428,22,53,71,"1",51,"Employed 30+ hours a week","North","1","1",49
"45726",17429,22,54,35,"0",38,"Employed 8-29 hours per week","South","1","0",49
"45727",17429,22,55,19,"0",38,"Employed 8-29 hours per week","South","1","0",49
"45731",17430,22,55,49,"0",61,"Retired from self-employment","North","1","0",48
"45735",17431,22,53,90,"0",52,"Self-employed","Midlands","1","2",69
"45736",17431,22,54,50,"0",52,"Self-employed","Midlands","1","2",69
"45737",17431,22,55,88,"0",52,"Self-employed","Midlands","1","2",69
"45750",17433,22,55,11,"1",23,"Employed 30+ hours a week","Midlands","2","0",30
"45751",17433,22,52,10,"1",23,"Employed 30+ hours a week","Midlands","2","0",30
"45752",17434,20,44,8,"0",14,"Full-time student","North","2","0",29
"45753",17434,22,53,71,"0",14,"Full-time student","North","2","1",70
"45754",17434,22,55,74,"0",14,"Full-time student","North","2","1",70
"45761",17435,22,52,29,"1",58,"Retired from full-time employment (30+ hours per week)","South","2","1",49
"45762",17435,22,53,72,"1",58,"Retired from full-time employment (30+ hours per week)","South","2","1",49
"45763",17435,22,55,49,"1",58,"Retired from full-time employment (30+ hours per week)","South","2","1",49
"45782",17438,22,52,58,"1",50,"Self-employed","South","1","1",48
"45783",17438,22,54,62,"1",50,"Self-employed","South","1","1",48
"45784",17438,22,53,69,"1",50,"Self-employed","South","1","1",48
"45798",17440,22,55,8,"1",61,"Retired from full-time employment (30+ hours per week)","North","1","0",35
"45799",17440,22,54,50,"1",61,"Retired from full-time employment (30+ hours per week)","North","1","0",35
"45800",17440,22,53,31,"1",61,"Retired from full-time employment (30+ hours per week)","North","1","0",35
"45803",17441,22,52,29,"1",55,"Self-employed","South","0","1",50
"45804",17441,22,55,27,"1",55,"Self-employed","South","0","1",50
"45817",17444,20,44,30,"1",14,"Full-time student","South","1","1",47
"45818",17444,20,46,31,"1",14,"Full-time student","South","1","1",47
"45819",17444,21,50,29,"1",14,"Full-time student","South","1","2",50
"45820",17444,21,48,50,"1",14,"Full-time student","South","1","2",50
"45821",17444,22,53,32,"1",14,"Full-time student","South","1","2",51
"45822",17444,22,54,49,"1",14,"Full-time student","South","1","2",51
"45823",17444,22,52,51,"1",14,"Full-time student","South","1","2",51
"45835",17446,22,55,45,"1",14,"Full-time student","North","1","0",48
"45836",17446,22,54,31,"1",14,"Full-time student","North","1","0",48
"45837",17446,22,53,49,"1",14,"Full-time student","North","1","0",48
"45862",17452,20,46,52,"1",46,"Employed 30+ hours a week","South","2","1",68
"45863",17452,21,48,12,"1",46,"Employed 30+ hours a week","South","2","0",10
"45864",17452,21,22,10,"1",46,"Employed 30+ hours a week","South","2","0",10
"45865",17452,21,51,10,"1",46,"Employed 30+ hours a week","South","2","0",10
"45866",17452,21,50,13,"1",46,"Employed 30+ hours a week","South","2","0",10
"45867",17452,21,47,8,"1",46,"Employed 30+ hours a week","South","2","0",10
"45897",17459,22,53,100,"1",22,"Temporarily unemployed","North","2","1",72
"45898",17459,22,52,100,"1",22,"Temporarily unemployed","North","2","1",72
"45899",17459,22,55,86,"1",22,"Temporarily unemployed","North","2","1",72
"45906",17461,20,45,28,"0",15,"Full-time student","South","1","0",30
"45907",17461,20,46,28,"0",15,"Full-time student","South","1","0",30
"45908",17461,20,44,29,"0",15,"Full-time student","South","1","0",30
"45922",17463,22,52,47,"1",50,"Retired from full-time employment (30+ hours per week)","North","1","2",93
"45923",17463,22,54,49,"1",50,"Retired from full-time employment (30+ hours per week)","North","1","2",93
"45924",17463,22,53,47,"1",50,"Retired from full-time employment (30+ hours per week)","North","1","2",93
"45932",17466,20,44,43,"1",14,"Full-time student","South","1","0",54
"45933",17466,21,47,69,"1",14,"Full-time student","South","1","3",55
"45934",17466,21,51,21,"1",14,"Full-time student","South","1","3",55
"45935",17466,21,48,6,"1",14,"Full-time student","South","1","3",55
"45936",17466,21,49,47,"1",14,"Full-time student","South","1","3",55
"45937",17466,23,57,43,"1",14,"Full-time student","South","1","1",32
"45938",17466,23,56,42,"1",14,"Full-time student","South","1","1",32
"45947",17470,20,44,43,"1",22,"Part-time student","North","1","1",69
"45954",17473,20,44,27,"1",38,"Employed 30+ hours a week","Northern Ireland","1","2",47
"45955",17473,20,45,25,"1",38,"Employed 30+ hours a week","Northern Ireland","1","2",47
"46016",17486,20,44,27,"0",14,"Prefer not to state","North","2","1",48
"46017",17486,21,22,26,"0",14,"Prefer not to state","North","2","1",24
"46018",17486,21,47,74,"0",14,"Prefer not to state","North","2","1",24
"46019",17486,21,50,49,"0",14,"Prefer not to state","North","2","1",24
"46020",17486,21,51,32,"0",14,"Prefer not to state","North","2","1",24
"46025",17487,22,52,48,"0",23,"Full-time housewife / househusband","South","2","0",12
"46026",17487,22,55,11,"0",23,"Full-time housewife / househusband","South","2","0",12
"46030",17488,25,59,83,"1",44,"Employed 30+ hours a week","Midlands","1","0",29
"46031",17489,20,44,53,"0",24,"Employed 8-29 hours per week","South","1","0",31
"46032",17489,22,54,57,"0",24,"Employed 8-29 hours per week","South","1","2",82
"46033",17489,22,55,44,"0",24,"Employed 8-29 hours per week","South","1","2",82
"46034",17489,23,57,42,"0",24,"Employed 8-29 hours per week","South","1","0",21
"46039",17491,22,53,49,"1",30,"Other","South","2","1",30
"46040",17491,22,54,50,"1",30,"Other","South","2","1",30
"46041",17491,22,52,49,"1",30,"Other","South","2","1",30
"46044",17492,20,45,52,"0",35,"Full-time housewife / househusband","South","1","1",51
"46045",17492,20,46,13,"0",35,"Full-time housewife / househusband","South","1","1",51
"46046",17492,20,44,49,"0",35,"Full-time housewife / househusband","South","1","1",51
"46067",17495,22,52,30,"1",21,"Full-time student","South","2","0",35
"46068",17495,22,55,14,"1",21,"Full-time student","South","2","0",35
"46071",17496,22,54,57,"0",53,"Employed part-time less than 8 hours per week","South","1","1",31
"46072",17496,22,52,60,"0",53,"Employed part-time less than 8 hours per week","South","1","1",31
"46076",17497,22,53,53,"1",14,"Full-time student","Midlands","1","0",50
"46077",17497,22,54,29,"1",14,"Full-time student","Midlands","1","0",50
"46089",17500,22,53,56,"1",18,"Full-time student","Midlands","2","1",58
"46090",17500,22,52,38,"1",18,"Full-time student","Midlands","2","1",58
"46091",17500,22,54,37,"1",18,"Full-time student","Midlands","2","1",58
"46094",17501,20,46,52,"0",17,"Full-time student","North","1","0",53
"46095",17501,21,50,47,"0",17,"Full-time student","North","1","0",54
"46096",17501,21,47,50,"0",17,"Full-time student","North","1","0",54
"46097",17501,21,48,49,"0",17,"Full-time student","North","1","0",54
"46098",17501,21,51,54,"0",17,"Full-time student","North","1","0",54
"46099",17501,25,59,51,"0",17,"Full-time student","North","1","0",51
"46173",17514,25,59,70,"1",17,"Full-time student","Midlands","1","2",100
"46174",17515,20,46,88,"0",37,"Employed 30+ hours a week","Midlands","2","2",72
"46175",17515,20,44,90,"0",37,"Employed 30+ hours a week","Midlands","2","2",72
"46185",17517,22,52,69,"1",57,"Employed 30+ hours a week","Midlands","1","1",68
"46186",17517,22,54,66,"1",57,"Employed 30+ hours a week","Midlands","1","1",68
"46187",17517,22,55,65,"1",57,"Employed 30+ hours a week","Midlands","1","1",68
"46191",17519,24,58,49,"0",18,"Full-time student","South","2","0",13
"46192",17519,25,59,28,"0",18,"Full-time student","South","2","1",55
"46215",17525,20,46,8,"0",15,"Full-time student","South","2","1",62
"46216",17525,20,44,66,"0",15,"Full-time student","South","2","1",62
"46217",17525,20,45,33,"0",15,"Full-time student","South","2","1",62
"46218",17525,23,56,8,"0",15,"Full-time student","South","2","2",35
"46219",17525,23,57,14,"0",15,"Full-time student","South","2","2",35
"46220",17525,24,58,22,"0",15,"Full-time student","South","2","0",23
"46242",17529,24,58,69,"1",19,"Full-time student","North","2","1",51
"46245",17530,22,53,40,"1",21,"Employed 30+ hours a week","Midlands","2","0",52
"46246",17530,24,58,48,"1",21,"Employed 30+ hours a week","Midlands","2","0",40
"46256",17532,22,55,29,"0",17,"Full-time student","South","2","0",31
"46257",17532,22,52,29,"0",17,"Full-time student","South","2","0",31
"46258",17532,22,54,26,"0",17,"Full-time student","South","2","0",31
"46259",17532,24,58,30,"0",17,"Full-time student","South","2","0",18
"46262",17533,22,53,67,"0",41,"Employed 30+ hours a week","South","1","2",50
"46263",17533,22,52,63,"0",41,"Employed 30+ hours a week","South","1","2",50
"46264",17533,22,55,71,"0",41,"Employed 30+ hours a week","South","1","2",50
"46274",17535,24,58,100,"1",14,"Full-time student","Midlands","1","1",92
"46275",17536,20,44,49,"0",15,"Full-time student","South","2","0",65
"46276",17536,20,46,50,"0",15,"Full-time student","South","2","0",65
"46277",17536,20,45,68,"0",15,"Full-time student","South","2","0",65
"46278",17536,22,52,69,"0",15,"Full-time student","South","2","2",90
"46279",17536,22,55,93,"0",15,"Full-time student","South","2","2",90
"46280",17536,22,53,92,"0",15,"Full-time student","South","2","2",90
"46287",17539,20,46,29,"1",25,"Employed 30+ hours a week","South","2","0",39
"46291",17540,22,52,96,"1",42,"Employed 30+ hours a week","North","2","3",93
"46300",17543,22,55,30,"1",62,"Retired from full-time employment (30+ hours per week)","North","1","1",57
"46301",17543,22,54,27,"1",62,"Retired from full-time employment (30+ hours per week)","North","1","1",57
"46302",17543,22,53,31,"1",62,"Retired from full-time employment (30+ hours per week)","North","1","1",57
"46303",17543,22,52,28,"1",62,"Retired from full-time employment (30+ hours per week)","North","1","1",57
"46322",17550,20,46,32,"0",49,"Full-time housewife / househusband","North","1","1",28
"46323",17550,20,44,47,"0",49,"Full-time housewife / househusband","North","1","1",28
"46324",17550,23,56,48,"0",49,"Full-time housewife / househusband","North","1","0",25
"46345",17554,20,44,8,"1",44,"Employed 30+ hours a week","Midlands","2","0",30
"46346",17554,20,45,32,"1",44,"Employed 30+ hours a week","Midlands","2","0",30
"46347",17554,20,46,26,"1",44,"Employed 30+ hours a week","Midlands","2","0",30
"46348",17554,22,53,32,"1",44,"Employed 30+ hours a week","Midlands","2","0",33
"46359",17556,22,54,70,"1",15,"Full-time student","Midlands","2","0",51
"46360",17556,22,52,51,"1",15,"Full-time student","Midlands","2","0",51
"46366",17557,22,55,68,"1",47,"Employed 30+ hours a week","Midlands","1","2",70
"46367",17557,22,53,89,"1",47,"Employed 30+ hours a week","Midlands","1","2",70
"46368",17557,22,54,70,"1",47,"Employed 30+ hours a week","Midlands","1","2",70
"46378",17559,22,52,33,"1",15,"Full-time student","South","2","0",49
"46379",17560,20,46,32,"0",24,"Employed 30+ hours a week","Midlands","1","0",30
"46392",17562,20,45,35,"0",40,"Employed 30+ hours a week","South","1","0",30
"46393",17562,20,46,22,"0",40,"Employed 30+ hours a week","South","1","0",30
"46394",17562,22,53,43,"0",40,"Employed 30+ hours a week","South","1","1",71
"46395",17562,22,52,50,"0",40,"Employed 30+ hours a week","South","1","1",71
"46396",17562,22,54,12,"0",40,"Employed 30+ hours a week","South","1","1",71
"46403",17564,22,54,11,"0",21,"Full-time student","South","1","1",64
"46404",17564,22,52,11,"0",21,"Full-time student","South","1","1",64
"46430",17569,20,44,31,"1",14,"Full-time student","South","1","2",51
"46431",17569,20,46,30,"1",14,"Full-time student","South","1","2",51
"46432",17569,20,45,30,"1",14,"Full-time student","South","1","2",51
"46434",17569,25,59,30,"1",14,"Full-time student","South","1","2",48
"46435",17570,20,46,50,"1",13,"Full-time student","South","1","2",47
"46436",17570,20,44,49,"1",13,"Full-time student","South","1","2",47
"46437",17570,22,53,50,"1",13,"Full-time student","South","1","2",45
"46441",17571,25,59,47,"0",21,"Full-time student","Midlands","1","0",28
"46445",17572,22,55,77,"1",20,"Other","North","2","1",76
"46446",17572,22,53,100,"1",20,"Other","North","2","1",76
"46447",17572,24,58,9,"1",20,"Other","North","2","0",7
"46456",17575,22,52,9,"0",20,"Other","South","1","0",6
"46457",17575,22,55,13,"0",20,"Other","South","1","0",6
"46458",17575,22,53,6,"0",20,"Other","South","1","0",6
"46459",17575,24,58,37,"0",20,"Other","South","1","0",10
"46464",17577,20,45,32,"1",18,"Full-time student","North","2","0",30
"46465",17577,20,44,29,"1",18,"Full-time student","North","2","0",30
"46467",17577,24,58,100,"1",18,"Full-time student","North","2","3",100
"46480",17580,24,58,62,"0",29,"Full-time housewife / househusband","South","2","1",31
"46497",17583,22,52,49,"0",18,"Full-time student","South","1","1",29
"46498",17583,22,54,26,"0",18,"Full-time student","South","1","1",29
"46527",17592,20,45,93,"0",39,"Employed 30+ hours a week","North","1","1",72
"46540",17593,24,58,52,"0",15,"Employed 30+ hours a week","North","1","0",56
"46547",17595,22,52,7,"1",23,"Employed 30+ hours a week","South","2","0",26
"46548",17595,22,55,6,"1",23,"Employed 30+ hours a week","South","2","0",26
"46549",17595,22,53,6,"1",23,"Employed 30+ hours a week","South","2","0",26
"46556",17597,20,45,33,"1",13,"Full-time student","South","1","1",28
"46557",17597,20,46,31,"1",13,"Full-time student","South","1","1",28
"46558",17597,20,44,31,"1",13,"Full-time student","South","1","1",28
"46559",17597,21,49,49,"1",13,"Full-time student","South","1","1",28
"46560",17597,21,50,49,"1",13,"Full-time student","South","1","1",28
"46561",17597,21,48,49,"1",13,"Full-time student","South","1","1",28
"46562",17597,21,47,51,"1",13,"Full-time student","South","1","1",28
"46563",17597,21,22,48,"1",13,"Full-time student","South","1","1",28
"46594",17604,20,44,41,"1",24,"Employed 30+ hours a week","South","2","0",34
"46600",17605,20,46,34,"1",21,"Employed 8-29 hours per week","North","1","0",20
"46601",17605,20,44,32,"1",21,"Employed 8-29 hours per week","North","1","0",20
"46606",17606,20,45,74,"0",15,"Full-time student","South","1","0",87
"46607",17606,20,44,13,"0",15,"Full-time student","South","1","0",87
"46608",17606,20,46,70,"0",15,"Full-time student","South","1","0",87
"46609",17606,21,50,87,"0",15,"Full-time student","South","1","0",84
"46610",17606,21,47,13,"0",15,"Full-time student","South","1","0",84
"46611",17606,21,49,88,"0",15,"Full-time student","South","1","0",84
"46612",17606,21,51,93,"0",15,"Full-time student","South","1","0",84
"46633",17610,20,46,49,"0",24,"Employed 8-29 hours per week","North","2","1",53
"46654",17613,24,58,42,"0",24,"Employed 30+ hours a week","North","2","0",51
"46667",17616,24,58,57,"1",19,"Full-time student","Midlands","1","0",28
"46673",17618,22,55,11,"1",23,"Employed 30+ hours a week","North","1","0",12
"46674",17618,22,53,10,"1",23,"Employed 30+ hours a week","North","1","0",12
"46675",17618,22,54,9,"1",23,"Employed 30+ hours a week","North","1","0",12
"46689",17623,20,44,51,"1",13,"Employed 30+ hours a week","Midlands","2","1",44
"46690",17623,22,55,48,"1",13,"Employed 30+ hours a week","Midlands","2","0",55
"46693",17624,20,46,30,"0",31,"Employed 30+ hours a week","South","1","0",26
"46694",17624,20,45,9,"0",31,"Employed 30+ hours a week","South","1","0",26
"46695",17624,22,54,43,"0",31,"Employed 30+ hours a week","South","1","1",48
"46696",17624,22,52,27,"0",31,"Employed 30+ hours a week","South","1","1",48
"46700",17625,22,52,42,"1",15,"Full-time student","South","1","2",88
"46701",17625,22,55,56,"1",15,"Full-time student","South","1","2",88
"46702",17625,22,53,55,"1",15,"Full-time student","South","1","2",88
"46713",17628,20,45,52,"1",30,"Employed 30+ hours a week","Midlands","2","1",57
"46714",17628,20,46,49,"1",30,"Employed 30+ hours a week","Midlands","2","1",57
"46715",17628,24,58,52,"1",30,"Employed 30+ hours a week","Midlands","2","0",31
"46718",17629,22,55,6,"1",36,"Self-employed","South","1","0",6
"46719",17629,22,52,5,"1",36,"Self-employed","South","1","0",6
"46721",17630,22,53,73,"1",53,"Employed 8-29 hours per week","South","1","1",69
"46722",17630,22,52,73,"1",53,"Employed 8-29 hours per week","South","1","1",69
"46724",17631,20,45,33,"0",15,"Full-time student","South","1","1",27
"46725",17631,20,44,11,"0",15,"Full-time student","South","1","1",27
"46726",17631,20,46,13,"0",15,"Full-time student","South","1","1",27
"46730",17631,23,57,15,"0",15,"Full-time student","South","1","1",38
"46734",17632,22,54,30,"1",44,"Temporarily unemployed","South","1","0",29
"46735",17632,22,53,25,"1",44,"Temporarily unemployed","South","1","0",29
"46758",17637,22,54,68,"0",53,"Employed 8-29 hours per week","South","1","1",52
"46759",17637,22,55,68,"0",53,"Employed 8-29 hours per week","South","1","1",52
"46768",17639,22,52,27,"0",60,"Full-time housewife / househusband","Midlands","2","0",15
"46769",17639,22,55,22,"0",60,"Full-time housewife / househusband","Midlands","2","0",15
"46775",17641,20,45,30,"1",24,"Employed 30+ hours a week","Midlands","1","0",30
"46776",17641,20,44,47,"1",24,"Employed 30+ hours a week","Midlands","1","0",30
"46777",17641,20,46,14,"1",24,"Employed 30+ hours a week","Midlands","1","0",30
"46778",17641,22,55,43,"1",24,"Employed 30+ hours a week","Midlands","1","0",27
"46779",17641,22,54,55,"1",24,"Employed 30+ hours a week","Midlands","1","0",27
"46780",17641,22,53,70,"1",24,"Employed 30+ hours a week","Midlands","1","0",27
"46786",17643,20,46,52,"1",21,"Employed 30+ hours a week","South","1","0",65
"46787",17643,21,50,30,"1",21,"Employed 30+ hours a week","South","1","1",51
"46788",17643,21,49,70,"1",21,"Employed 30+ hours a week","South","1","1",51
"46789",17643,21,47,45,"1",21,"Employed 30+ hours a week","South","1","1",51
"46790",17643,21,48,48,"1",21,"Employed 30+ hours a week","South","1","1",51
"46791",17643,21,22,33,"1",21,"Employed 30+ hours a week","South","1","1",51
"46796",17644,22,53,10,"0",24,"Employed 30+ hours a week","North","2","0",31
"46797",17644,22,52,9,"0",24,"Employed 30+ hours a week","North","2","0",31
"46801",17645,22,53,23,"0",19,"Full-time student","South","1","0",10
"46802",17645,22,55,40,"0",19,"Full-time student","South","1","0",10
"46812",17648,25,59,30,"0",20,"Full-time housewife / househusband","North","1","0",78
"46831",17653,23,56,50,"0",56,"Employed 30+ hours a week","South","1","0",30
"46881",17664,20,45,30,"1",19,"Full-time student","South","2","1",71
"46882",17664,20,46,12,"1",19,"Full-time student","South","2","1",71
"46883",17664,20,44,46,"1",19,"Full-time student","South","2","1",71
"46888",17664,23,57,56,"1",19,"Full-time student","South","2","1",51
"46889",17664,23,56,54,"1",19,"Full-time student","South","2","1",51
"46902",17667,21,48,67,"1",23,"Self-employed","Midlands","1","1",36
"46903",17667,21,50,64,"1",23,"Self-employed","Midlands","1","1",36
"46904",17667,21,22,75,"1",23,"Self-employed","Midlands","1","1",36
"46905",17667,21,49,70,"1",23,"Self-employed","Midlands","1","1",36
"46906",17667,21,51,47,"1",23,"Self-employed","Midlands","1","1",36
"46907",17667,22,52,22,"1",23,"Self-employed","Midlands","1","0",34
"46908",17667,22,55,19,"1",23,"Self-employed","Midlands","1","0",34
"46919",17669,22,52,51,"1",16,"Full-time student","North","1","2",77
"46920",17669,22,54,50,"1",16,"Full-time student","North","1","2",77
"46921",17669,22,55,50,"1",16,"Full-time student","North","1","2",77
"46934",17671,22,55,26,"0",21,"Full-time student","Midlands","2","0",35
"46950",17673,22,54,8,"1",24,"Employed 30+ hours a week","North","1","0",28
"46951",17673,22,52,4,"1",24,"Employed 30+ hours a week","North","1","0",28
"46952",17673,22,55,5,"1",24,"Employed 30+ hours a week","North","1","0",28
"46954",17674,21,51,45,"0",16,"Full-time student","Midlands","1","1",31
"46955",17674,21,47,56,"0",16,"Full-time student","Midlands","1","1",31
"46956",17674,21,50,60,"0",16,"Full-time student","Midlands","1","1",31
"46957",17674,22,53,27,"0",16,"Full-time student","Midlands","1","1",5
"46958",17674,22,54,35,"0",16,"Full-time student","Midlands","1","1",5
"46959",17674,22,55,41,"0",16,"Full-time student","Midlands","1","1",5
"46960",17675,20,45,72,"1",44,"Employed 30+ hours a week","South","1","2",53
"46961",17675,20,44,28,"1",44,"Employed 30+ hours a week","South","1","2",53
"46978",17677,22,53,28,"0",43,"Employed 30+ hours a week","South","1","0",34
"46979",17677,22,52,49,"0",43,"Employed 30+ hours a week","South","1","0",34
"46980",17677,22,55,29,"0",43,"Employed 30+ hours a week","South","1","0",34
"46987",17678,22,52,32,"0",56,"Employed 8-29 hours per week","South","0","0",29
"46988",17678,22,53,28,"0",56,"Employed 8-29 hours per week","South","0","0",29
"46989",17679,20,44,18,"1",18,"Full-time student","North","2","0",18
"46990",17679,20,46,13,"1",18,"Full-time student","North","2","0",18
"46992",17679,22,54,23,"1",18,"Full-time student","North","2","2",68
"46993",17679,22,53,33,"1",18,"Full-time student","North","2","2",68
"46994",17679,22,55,41,"1",18,"Full-time student","North","2","2",68
"46995",17679,22,52,29,"1",18,"Full-time student","North","2","2",68
"47000",17680,22,52,68,"1",49,"Self-employed","Midlands","1","1",69
"47005",17681,22,54,47,"0",18,"Full-time student","South","2","0",47
"47006",17681,22,52,44,"0",18,"Full-time student","South","2","0",47
"47007",17681,22,53,35,"0",18,"Full-time student","South","2","0",47
"47008",17682,20,44,52,"0",22,"Employed 8-29 hours per week","South","1","1",52
"47013",17682,22,53,75,"0",22,"Employed 8-29 hours per week","South","1","2",72
"47014",17682,22,54,51,"0",22,"Employed 8-29 hours per week","South","1","2",72
"47015",17682,22,52,71,"0",22,"Employed 8-29 hours per week","South","1","2",72
"47016",17683,21,51,30,"1",40,"Employed 30+ hours a week","Midlands","2","1",49
"47017",17683,21,22,49,"1",40,"Employed 30+ hours a week","Midlands","2","1",49
"47018",17683,21,47,43,"1",40,"Employed 30+ hours a week","Midlands","2","1",49
"47019",17683,21,50,50,"1",40,"Employed 30+ hours a week","Midlands","2","1",49
"47020",17683,22,52,49,"1",40,"Employed 30+ hours a week","Midlands","2","1",62
"47021",17683,22,55,80,"1",40,"Employed 30+ hours a week","Midlands","2","1",62
"47022",17683,22,53,66,"1",40,"Employed 30+ hours a week","Midlands","2","1",62
"47023",17683,22,54,71,"1",40,"Employed 30+ hours a week","Midlands","2","1",62
"47030",17685,22,55,48,"0",27,"Employed 30+ hours a week","South","1","1",49
"47031",17686,20,46,25,"1",22,"Employed 8-29 hours per week","North","2","1",61
"47032",17686,25,59,72,"1",22,"Employed 8-29 hours per week","North","2","1",60
"47039",17687,22,52,31,"1",64,"Retired from full-time employment (30+ hours per week)","South","1","1",48
"47040",17687,22,54,48,"1",64,"Retired from full-time employment (30+ hours per week)","South","1","1",48
"47041",17688,20,46,1,"1",29,"Employed 8-29 hours per week","North","1","0",30
"47047",17688,22,53,4,"1",29,"Employed 8-29 hours per week","North","1","0",29
"47048",17688,22,54,9,"1",29,"Employed 8-29 hours per week","North","1","0",29
"47049",17689,20,44,29,"0",21,"Full-time housewife / househusband","Midlands","1","0",7
"47050",17689,23,56,11,"0",21,"Full-time housewife / househusband","Midlands","1","0",6
"47051",17689,23,57,9,"0",21,"Full-time housewife / househusband","Midlands","1","0",6
"47054",17690,25,59,48,"1",46,"Employed 30+ hours a week","Midlands","1","1",69
"47061",17692,21,48,13,"0",34,"Employed 8-29 hours per week","North","2","0",22
"47062",17692,21,22,7,"0",34,"Employed 8-29 hours per week","North","2","0",22
"47063",17692,21,51,25,"0",34,"Employed 8-29 hours per week","North","2","0",22
"47072",17694,22,54,46,"0",20,"Full-time student","North","1","0",32
"47073",17694,22,55,11,"0",20,"Full-time student","North","1","0",32
"47074",17694,22,53,13,"0",20,"Full-time student","North","1","0",32
"47075",17695,20,44,70,"1",22,"Full-time student","Midlands","2","1",37
